Id,Predicted
5782,0.22271269455784273
6237,0.8339423972718186
6552,0.39980653476179034
7067,0.5818834802865173
5320,0.716411642975668
5930,0.37409941820159276
6486,0.5351592380173136
5245,0.5814368169112958
6643,0.36999764749763414
5260,0.2656986960617263
5569,0.4619599521302311
7110,0.6811246199071955
7139,0.35488945635127456
6791,0.14976661427732318
5360,0.35180006665093827
5287,0.5359462570720096
6553,0.7097189254284648
7072,0.40111980003756836
6044,0.4476779926490743
5332,0.32652519177037787
6866,0.2835450054932278
6633,0.4909103167740495
6926,0.2659622100490775
6442,0.3214083289817661
5889,0.5849125957022416
5765,0.1466843265369747
5124,0.2622397776142542
5491,0.7144990309536805
6730,0.12576154008144944
7151,0.37892578105149216
5140,0.4909150944778376
7171,0.4017732548288203
6568,0.2063777635428541
6861,0.5853181477285012
6855,0.5754146787074248
7129,0.4284291178266789
5384,0.2433433826706002
6859,0.6196076190164699
5772,0.4865394441778419
5665,0.3614454654297242
6495,0.4721292355863824
5061,0.7417504875266537
6948,0.3154220726885518
5773,0.8396089314480021
6052,0.460249544042622
6682,0.5374940028055908
6083,0.8183587337190187
6962,0.38500249990859203
5158,0.4851713292457154
6464,0.6005568429890645
5172,0.5289767501010186
5582,0.3480242500503957
6136,0.4142941233635895
6235,0.25110172123532143
6508,0.20798067955933872
4968,0.2177744230399648
6632,0.42505157959533674
7195,0.2228164602714882
5525,0.09087808873956398
6320,0.23868391750440457
6766,0.6435275488788447
6872,0.8368151961648306
5906,0.5626189546897954
7172,0.3340545904075071
6571,0.2549935395882171
5616,0.33303415638233913
6312,0.3669319835096036
6470,0.49836670155403884
5147,0.7973966310536221
5501,0.40212861225234564
6436,0.5954807319804356
5699,0.4018342063603036
5313,0.3158907301416499
6234,0.20186077191944826
6569,0.22193504427086724
7202,0.3406228605330185
5683,0.36492904576392643
5034,0.30436395206208233
5435,0.5441339100248936
5815,0.3142152911372139
5589,0.6695754325073655
6746,0.664391905700821
6790,0.5213614902145028
6857,0.5234853276165264
6450,0.5690989063329845
7221,0.7585769107848203
5527,0.3656040531704189
5620,0.4141382466738942
6215,0.42305036464614193
7167,0.595820272154949
5823,0.596220372025388
6207,0.5056980657229337
6932,0.19175794043933697
5669,0.27502339556411287
5154,0.23015378490970798
7168,0.15009340157629755
5585,0.36972268054600443
7200,0.582737917492582
6539,0.6517188455088213
5774,0.8399576215775776
6357,0.5963841479354933
5042,0.30182335638890817
5015,0.6069637098475824
5354,0.6318669382777071
6054,0.276873238223072
7295,0.3417165832283539
5365,0.7113740770817034
6755,0.40748124293876126
5991,0.6000085449855692
7035,0.31204055239877665
5893,0.5139571612579739
7164,0.13950334869779013
5304,0.48715315188830016
5561,0.2140052255618165
5520,0.3248086578191118
5241,0.2939993098313683
7096,0.691491117532237
6078,0.30249807154907327
5046,0.7507850173779392
5334,0.36968011158242725
6969,0.6176073843275143
6821,0.5920791318082553
5760,0.3423282517625046
5614,0.714368544716501
7091,0.31552745169032875
5698,0.5763527093497026
5169,0.47617871895872055
7294,0.49463352123745036
5318,0.33880912800104795
5368,0.4396201059684899
6923,0.43657915616277665
5463,0.42423278392086233
5265,0.3494471069933051
6321,0.2661018871004057
5226,0.6064089372823358
6868,0.5040682770487284
4967,0.7263836523305577
5293,0.5044822703383683
5865,0.5813424583971591
5841,0.5980697021501054
5526,0.6680768966901414
6852,0.2917830569502306
6469,0.5634747642956757
6168,0.13334489581866896
7292,0.4881083033713537
5036,0.6378905962646344
5644,0.5204021052462802
6856,0.8109601865658674
5428,0.590380759179002
5027,0.27770600306403703
4989,0.16951252918447962
5221,0.4974484538842321
6402,0.31664403464656166
5346,0.5460479622081325
6748,0.8189812226747554
